Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADAMS,Ella,BEV,40,26,18,6,2,0.923,0,0,0,,0,0
ARTIGES,Jillian,MSG,12,13,13,0,0,1.000,0,0,0,,0,0
BANCHELLI,Claudia,HOB,46,70,49,19,2,0.971,1,3,0,100.0,4,0
BAUFAYS,Camille,MSG,62,104,75,25,4,0.962,2,2,0,100.0,0,0
BAUGNIES,Camille,MSG,36,86,55,25,6,0.930,0,0,0,,0,0
BEGUIN,Ysaline,MSG,25,11,9,1,1,0.909,1,0,0,,0,0
BELHALOUMI,Maya,MSG,39,100,54,36,10,0.900,3,7,0,100.0,1,0
BOERMANS,Lynn,ANT,37,122,53,66,3,0.975,2,5,4,55.6,1,0
BOERSEN,Dionne,CHI,4,1,1,0,0,1.000,0,0,0,,0,0
BRANDS,Amy,CHI,12,2,0,2,0,1.000,0,1,0,100.0,0,0
BRANDSMA,Steffie,CHI,23,29,8,18,3,0.897,1,2,0,100.0,0,0
CALDERÓN MARTINEZ,Ester,MER,35,76,30,31,15,0.803,3,0,0,,0,0
CALEEN,Kaitlyn,BEV,39,183,142,33,8,0.956,3,14,6,70.0,3,0
CAÑIZO,Marina,HOB,33,143,97,30,16,0.888,1,17,3,85.0,3,0
CHARLOTTE,Chatrer,CHI,4,16,8,5,3,0.813,2,3,0,100.0,2,0
COOLS,Zoë,CHI,34,23,13,7,3,0.870,0,0,0,,0,0
DASSY,Louise,MSG,14,56,52,3,1,0.982,1,0,0,,0,0
DE BAERE,Chloë,ANT,41,48,20,21,7,0.854,1,0,0,,0,0
DE GRAEVE,Sara,BEV,77,51,17,34,0,1.000,1,3,0,100.0,0,0
DE JAEGHER,Gwendy,HOB,33,116,55,54,7,0.940,1,0,0,,0,0
DE NIJS,Evi,CHI,8,14,14,0,0,1.000,0,0,0,,0,0
DE PERMENTIER,Nina,HOB,7,4,0,3,1,0.750,0,2,0,100.0,0,0
DE PERMENTIER,Stine,HOB,9,7,3,4,0,1.000,0,0,0,,0,0
DE RIDDER,Floortje,MER,24,108,44,46,18,0.833,6,0,0,,0,0
DE RIJK,Nienke,ANT,11,11,7,2,2,0.818,0,8,0,100.0,1,0
DE RYCKE,Joke,BEV,29,14,10,2,2,0.857,0,0,0,,0,0
DE STOBBELEIR,Yonie,BEV,31,27,8,15,4,0.852,0,0,0,,0,0
DE VREE,Femke,HOB,43,137,104,25,8,0.942,2,31,5,86.1,7,0
DE WOLF,Evelyne,HOB,58,76,40,32,4,0.947,5,8,0,100.0,0,0
DEVRIESE,Ella,MER,7,2,0,2,0,1.000,0,0,0,,0,0
DILLE,Louise,CHI,41,259,229,17,13,0.950,6,4,0,100.0,4,0
DOUTRELOUX,Eva,MSG,28,47,26,19,2,0.957,1,26,1,96.3,6,0
DUMORTIER,Laure-Anne,MSG,25,5,2,3,0,1.000,0,0,0,,0,0
ELINE,Brandsma,BEV,5,1,1,0,0,1.000,0,0,0,,0,0
EMMEN,Kim,HOB,41,56,20,32,4,0.929,0,0,0,,0,0
FARIGLIANO,Sophie,BEV,24,18,5,11,2,0.889,0,0,0,,0,0
FIESACK,Jentel,MER,41,43,35,3,5,0.884,1,1,0,100.0,2,0
GABRIËLS,Joke,ANT,29,19,12,6,1,0.947,1,0,0,,0,0
GELDOF,Kate,ANT,32,62,23,34,5,0.919,1,0,0,,0,0
GEYS,Raya,HOB,3,4,1,2,1,0.750,0,0,0,,0,0
GOLDYN,Jessica Candace,ANT,2,9,8,1,0,1.000,0,0,1,0.0,0,0
GOOSEN,Innes,HOB,36,55,46,9,0,1.000,1,0,0,,0,0
GOOSEN,Yasmine,HOB,23,15,9,0,6,0.600,0,0,0,,0,0
GOYVAERTS,Caroline,ANT,32,64,50,8,6,0.906,1,0,0,,0,0
HENDRIKS,Caitlin,CHI,31,45,27,4,14,0.689,0,46,1,97.9,26,0
HERBECQ,Fanny,MSG,15,30,26,1,3,0.900,0,0,0,,0,0
HERINCKX,Maaike,MER,58,220,173,44,3,0.986,12,4,0,100.0,0,0
HEUTEN,Julie,ANT,47,118,103,10,5,0.958,5,0,0,,0,0
HEYLEN,Jessie,BEV,27,60,55,4,1,0.983,0,12,1,92.3,6,0
HUYBENS,Nathalie,MSG,37,65,59,3,3,0.954,1,15,1,93.8,4,0
JANSSEN,Gitte,BEV,28,161,140,18,3,0.981,1,16,5,76.2,1,0
JANSSENS,Céline,HOB,34,149,72,69,8,0.946,2,0,0,,0,0
JANSSENS,Maiti,ANT,43,101,46,35,20,0.802,4,0,0,,0,0
JUNIUS,Steffie,MER,26,39,32,3,4,0.897,1,0,0,,0,0
KASCHL,Ada,MSG,24,56,23,29,4,0.929,1,0,0,,0,0
KOOPMANS,Eva,ANT,26,30,24,2,4,0.867,0,0,0,,0,0
LEGGAT,Susanne,CHI,27,82,35,39,8,0.902,1,0,0,,0,0
LEMMENS,Silke,ANT,49,73,43,23,7,0.904,1,4,0,100.0,0,0
LENOIR,Lisse,ANT,27,119,85,23,11,0.908,3,16,3,84.2,6,1
LINTOS,Claire,MSG,16,6,2,2,2,0.667,0,0,0,,0,0
LUCKX,Esther,HOB,7,2,2,0,0,1.000,0,0,0,,0,0
MARCELINO,Briana,ANT,6,41,20,17,4,0.902,1,0,0,,0,0
MASSIE,Alexis,MER,20,92,43,48,1,0.989,6,10,4,71.4,1,0
MEERT,Eloïse,MSG,38,42,28,9,5,0.881,0,15,1,93.8,10,0
MICHIELS,Lani,MER,13,14,11,0,3,0.786,0,0,0,,0,0
