Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ADAMS,Ella,BEV,0,0,0.00,1,0,0,0,0,0.1,0,0,0,1,0,0,0,0,1,0.000,1,0,0,0,0,0,1
ARDAEN,Fien,GEN,0,14,13.40,25,14,0,13,0,81.0,208,205,155,61,12,31,8,12,462,0.450,28,14,0,4,5,118,96
BAILLY,Laura,GEN,0,9,27.38,12,9,0,0,0,18.2,51,98,73,74,7,7,5,2,104,0.490,36,2,0,5,1,17,28
BANCHELLI,Claudia,HOB,14,6,2.80,20,20,0,19,4,112.2,113,57,45,44,129,12,3,5,444,0.255,12,4,0,3,12,137,61
BAUFAYS,Camille,MSG,15,6,4.12,22,21,0,20,3,115.2,136,84,68,62,49,18,7,6,472,0.288,9,17,0,7,8,108,171
BEGUIN,Ysaline,MSG,0,1,11.81,3,1,0,0,0,5.1,7,11,9,13,4,0,0,0,23,0.304,1,1,0,0,0,8,3
BRANDSMA,Eline,BEV,3,6,3.61,9,9,0,5,0,42.2,50,32,22,24,45,5,5,0,167,0.299,4,3,0,2,8,29,47
CLAES,Themis,ANT,0,0,14.00,4,0,0,0,0,3.0,6,7,6,6,3,1,0,0,15,0.400,1,1,0,0,0,4,2
CURRIE,Cadie,MER,4,2,0.62,6,6,0,5,2,34.0,15,10,3,10,40,1,1,0,121,0.124,4,0,0,0,1,50,11
DASSY,Louise,MSG,0,0,4.67,2,0,0,0,0,3.0,3,2,2,3,2,0,0,0,11,0.273,1,0,0,0,0,5,1
DE BAERE,Chloë,ANT,1,2,11.45,9,1,2,0,0,18.1,28,32,30,19,5,3,3,7,79,0.354,8,3,0,3,2,28,20
DE GRAEVE,Sara,BEV,13,3,2.40,19,17,0,14,6,96.1,94,43,33,19,103,14,7,5,390,0.241,3,1,0,4,10,79,100
DE PERMENTIER,Nina,HOB,6,4,5.10,12,10,0,9,1,57.2,80,51,42,11,65,18,6,3,249,0.321,4,1,0,2,7,48,57
DESPONTIN,Maeline,MSG,0,0,12.60,1,0,0,0,0,1.2,3,4,3,2,1,0,0,0,10,0.300,4,1,0,0,0,3,1
EMMEN,Kim,HOB,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,1,0,0,0,4,0.250,0,0,0,0,0,1,1
FARIGLIANO,Sophie,BEV,8,3,2.72,12,10,0,10,2,64.1,62,33,25,26,91,6,4,2,259,0.239,7,3,0,0,3,74,23
FIESACK,Jentel,MER,2,3,6.42,8,5,0,3,0,28.1,43,32,26,25,9,7,2,1,126,0.341,1,1,0,0,1,35,36
GELDOF,Kate,ANT,3,5,5.33,11,6,0,3,1,42.0,37,45,32,30,58,6,5,1,158,0.234,8,7,0,2,7,27,36
HERINCKX,Maaike,MER,1,4,11.80,8,5,0,4,0,29.2,56,59,50,31,12,6,5,3,143,0.392,12,3,0,3,4,33,40
HEUTEN,Julie,ANT,0,3,16.80,10,5,0,0,0,18.1,52,54,44,18,11,9,10,5,110,0.473,16,2,0,0,2,27,13
JANSSENS,Maiti,ANT,0,0,3.62,8,0,0,0,0,9.2,15,11,5,8,5,2,0,0,45,0.333,6,2,0,0,0,6,17
LEMMENS,Silke,ANT,2,4,10.83,12,5,0,0,0,21.1,46,46,33,19,4,4,2,1,109,0.422,9,2,0,6,1,35,23
MAES,Patricia,GEN,0,4,29.40,5,4,0,1,0,11.2,57,51,49,4,0,10,9,4,89,0.640,4,0,0,2,0,12,20
MOSTAERT,Fleur,HOB,2,0,3.50,2,2,0,1,1,6.0,6,3,3,4,1,1,0,0,23,0.261,0,2,0,0,1,10,7
MYNCKE,Liselotte,GEN,0,0,28.00,1,0,0,0,0,1.0,1,6,4,4,0,1,0,0,5,0.200,2,1,0,0,0,0,3
NEERINCKX,Marijke,MER,11,9,5.60,22,20,0,17,3,105.0,162,110,84,21,50,26,8,4,483,0.335,6,2,0,7,7,151,109
RADKE,Reagen,MSG,4,2,2.26,6,5,0,4,0,34.0,20,11,11,6,65,3,1,1,119,0.168,4,0,0,1,1,11,24
ROEF,Lauren,BEV,0,0,21.00,1,0,0,0,0,1.0,4,3,3,1,1,1,0,0,7,0.571,1,0,0,0,0,1,1
ROEF,Rubin,BEV,2,1,7.58,4,1,0,1,0,12.0,20,14,13,2,5,4,0,2,60,0.333,1,1,0,1,0,13,19
ROTTHIER,Yana,BEV,0,0,94.50,1,0,0,0,0,0.2,7,9,9,3,0,2,1,0,8,0.875,0,1,0,0,0,0,1
SMITH,Ellie,MSG,14,0,1.35,15,15,0,12,3,72.1,46,24,14,29,67,2,3,2,265,0.174,10,2,1,1,2,112,33
SYNIAWSKY,Line,ANT,2,2,7.56,10,2,0,0,0,16.2,28,20,18,15,3,7,2,2,78,0.359,2,1,0,0,1,19,26
THOMPSON,Laura,MER,3,1,3.41,5,4,1,3,0,26.2,23,19,13,15,44,5,2,0,106,0.217,6,1,0,2,3,21,13
UYTENDAAL,Lizzy,GEN,2,5,5.02,7,7,0,7,0,37.2,53,48,27,22,24,10,3,1,165,0.321,13,3,0,1,11,51,33
VAN DEN BRANDE,Lynn,HOB,3,4,5.88,9,7,1,5,1,33.1,41,33,28,25,24,3,1,2,138,0.297,9,4,0,1,4,47,24
