Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADELIEN,Lybeer,ZOT,7,11,2,4,5,0.545,0,0,0,,0,0
ANDRIANNE,Aurore,BRI,8,33,20,10,3,0.909,0,0,0,,0,0
ART,Amandine,BRU,4,2,2,0,0,1.000,0,46,0,100.0,0,0
BAERT,Vic,CHI,5,5,2,2,1,0.800,1,0,0,,0,0
BARBIER,Luce,MSG,5,18,17,0,1,0.944,0,0,0,,0,0
BAUGNIES,Camille,MSG,1,4,2,2,0,1.000,0,0,0,,0,0
BEGUIN,Ysaline,MSG,8,24,17,5,2,0.917,0,14,0,100.0,3,0
BELHALOUMI,Maya,MSG,2,9,5,4,0,1.000,0,0,0,,0,0
BERNABEU,Alicia,BRU,6,19,11,2,6,0.684,0,0,0,,0,0
BOECKMANS,Margot,GRE,1,4,1,1,2,0.500,0,8,0,100.0,1,0
BOELS,Chloé,BRU,3,1,1,0,0,1.000,0,1,0,100.0,0,0
BREEUR,Ellen,HOB,3,17,14,1,2,0.882,0,0,0,,0,0
BUCHET,Lore,LIE,8,16,8,4,4,0.750,0,0,0,,0,0
BUCKINX,Marie,LIE,6,10,9,0,1,0.900,0,0,0,,0,0
BUONSENSO,Antonella,ANT,2,1,1,0,0,1.000,0,0,0,,0,0
CALDERÓN MARTINEZ,Ester,MER,9,33,24,6,3,0.909,2,0,0,,0,0
CARLIER,Lucie,MSG,7,9,4,3,2,0.778,0,0,0,,0,0
CARLIER,Téa,AND,5,36,31,3,2,0.944,1,11,2,84.6,9,1
CASTREMAN,Frederique,AND,1,2,1,1,0,1.000,0,0,0,,0,0
CASTREMAN,Frederique,AND,4,8,2,4,2,0.750,0,0,0,,0,0
CHARLOTTE,Chatrer,CHI,2,2,0,2,0,1.000,0,23,0,100.0,0,0
CHRISTIAENS,Lison,LIE,3,19,11,3,5,0.737,0,7,0,100.0,1,0
CLARA,EEKLAER,BRI,5,1,0,0,1,0.000,0,0,0,,0,0
COCCOLUTO,Vanessa,AND,8,2,0,1,1,0.500,0,0,0,,0,0
COLAUX,Eléonore,MSG,1,6,5,1,0,1.000,0,20,1,95.2,8,0
COOK,Olivia,BRU,8,27,23,2,2,0.926,0,30,0,100.0,24,0
CREMER,Emma,LIE,10,5,3,0,2,0.600,0,0,0,,0,0
CUEVAS RUIZ,Lena,TOU,4,5,1,2,2,0.600,0,0,0,,0,0
DANGOISSE,Marie,BRI,8,26,12,4,10,0.615,0,11,0,100.0,3,0
DE KEUKELAIRE,Naomi,TOU,5,19,4,9,6,0.684,0,0,0,,0,0
DE MAN,Leslie,GRE,10,26,17,9,0,1.000,0,0,0,,0,0
