Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
BARNHILL,Kelly Katlyn,SPA,6,2,1.17,9,7,1,7,3,53.2,23,10,9,12,108,3,2,2,179,0.128,5,4,0,0,3,22,27
BRINK,Lisa,TTT,5,5,4.32,17,17,0,3,1,48.2,72,36,30,24,30,11,4,5,211,0.341,9,2,0,0,3,51,58
BRINKS,Demi,AMS,0,1,6.41,7,2,0,0,0,19.2,29,22,18,8,14,7,5,2,91,0.319,3,2,0,2,0,22,25
CLARIJS,Lizzie,TTT,6,1,3.06,12,0,1,0,0,34.1,42,16,15,5,15,4,2,1,140,0.300,4,2,0,2,2,57,25
FRANKA,Shomayra,ROE,0,0,7.74,4,1,0,0,0,6.1,15,8,7,0,2,3,1,2,34,0.441,2,0,0,0,0,9,7
GOODMAN,Krystal Arianna,AMS,1,2,3.41,5,3,0,2,1,24.2,23,19,12,14,24,1,2,1,100,0.230,10,3,0,0,4,27,22
HELD,Hannah,SPA,3,4,4.20,13,9,0,1,0,43.1,52,33,26,25,41,6,1,3,171,0.304,5,1,0,1,4,36,43
HOEVERTS,Lisa,NEP,0,2,3.82,7,2,0,1,0,18.1,26,10,10,6,2,5,0,3,76,0.342,2,0,0,0,1,26,21
HOOGLAND,Mathilde,SPA,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,1,0,0,0,4,0.250,0,0,0,0,0,1,1
HOP,Lisa,OLY,14,2,0.99,30,23,3,7,3,112.2,65,31,16,53,172,8,0,0,396,0.164,11,5,1,1,9,125,34
HORSTEN,Kim,ROE,0,1,7.17,7,2,1,0,0,13.2,28,25,14,10,7,4,0,0,70,0.400,5,3,0,1,1,24,8
KOCK,Shaneequa,TTT,0,0,7.88,3,0,0,0,0,2.2,3,3,3,0,0,0,1,0,10,0.300,0,2,0,1,0,4,4
KOUWENHOVEN,Maja,AMS,0,0,14.00,1,0,0,0,0,1.0,3,6,2,2,1,2,0,0,7,0.429,0,0,0,1,0,1,2
KRAMER,Roos-Marijn,OGZ,2,12,5.72,20,15,0,4,0,71.0,91,71,58,51,67,21,1,4,295,0.308,9,3,0,7,6,67,70
LUCASSEN,Jasmine,AMS,0,1,16.80,10,2,0,0,0,10.0,25,31,24,18,3,2,5,0,57,0.439,10,2,0,1,1,19,7
MEADOWS,Lindsey,TTT,7,1,1.56,13,9,0,3,0,62.2,55,19,14,14,47,10,1,0,235,0.234,3,6,0,1,3,80,51
MERKX,Marjolein,ROE,11,7,2.22,26,17,1,6,1,116.2,85,45,37,52,120,10,1,6,419,0.203,6,7,0,4,21,120,108
MEYERING,Lisa,OGZ,4,12,4.77,20,9,0,4,0,95.1,118,76,65,64,79,13,2,3,392,0.301,15,4,0,2,11,99,94
NIERSE,Kirsten,OGZ,0,0,15.75,1,0,0,0,0,1.1,3,3,3,3,1,1,0,1,7,0.429,1,2,0,0,0,3,0
PAGAN,Lisa,OGZ,0,0,3.65,4,0,0,0,0,7.2,10,4,4,2,5,4,1,0,32,0.313,2,0,0,0,0,6,11
PICKETT,Audrey,TTT,2,3,1.83,14,11,1,3,2,53.2,59,25,14,10,33,11,2,0,228,0.259,9,2,0,0,2,109,20
RECTOR,Machteld,OLY,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,4,0.250,0,1,0,0,0,2,1
ROUWENHORST,Isanthe,OGZ,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,3,0.000,0,0,0,0,0,2,1
SCHEELE,Kirsten,SPA,8,4,3.16,17,14,0,2,1,68.2,83,46,31,15,69,12,7,3,275,0.302,3,2,0,2,8,66,59
SCHOOR,Caressa,SPA,0,0,5.83,2,0,0,0,0,6.0,8,6,5,3,5,1,1,0,24,0.333,0,0,0,0,1,2,10
SOUMERU,Rebecca,SPA,4,4,3.29,21,4,4,0,0,51.0,65,32,24,7,54,11,2,4,213,0.305,1,0,0,3,6,48,47
SPINAS-VALAINIS,Alyson,OLY,6,4,1.99,19,7,3,3,0,77.1,65,27,22,27,83,13,2,3,295,0.220,5,0,0,1,2,74,71
SUMMERS,Zali Maree,OGZ,0,5,7.00,16,8,0,0,0,39.0,57,51,39,31,32,7,4,5,166,0.343,9,2,0,4,4,44,34
SWINKELS,Annelieke,NEP,0,1,4.54,10,2,1,0,0,12.1,18,9,8,5,5,2,1,0,54,0.333,2,0,0,0,0,26,3
TEN DONKELAAR,Danielle,TTT,10,1,2.02,26,4,3,0,0,59.0,47,26,17,21,41,13,2,2,221,0.213,4,8,0,1,3,56,76
TOET,Esmee,NEP,0,0,1.00,3,0,1,0,0,7.0,8,1,1,0,3,1,0,0,26,0.308,0,0,0,1,0,6,8
TOLMIE,Jessica,ROE,7,8,2.76,23,15,3,2,1,78.2,63,39,31,44,90,15,3,3,288,0.219,2,4,0,1,10,54,87
VAN AALST,Jessie,OLY,8,0,2.63,18,8,4,1,0,45.1,39,27,17,32,52,8,4,0,170,0.229,10,6,0,2,4,51,28
VAN DER MAAS,Mandy,AMS,4,14,4.64,21,18,0,10,3,105.2,162,98,70,30,48,19,15,5,464,0.349,5,4,0,13,12,139,123
VAN DER PUTTEN,Sanne,AMS,0,13,10.43,15,11,0,3,0,51.2,99,99,77,53,21,23,8,5,248,0.399,14,8,0,8,5,66,65
VAN EIJL,Margot,ROE,0,2,4.74,6,1,1,0,0,10.1,19,15,7,7,11,3,2,0,50,0.380,4,0,0,2,1,6,14
VAN GENNIP,Richelle,SPA,0,0,2.25,4,0,2,0,0,9.1,7,3,3,7,6,0,1,1,32,0.219,0,0,0,2,0,6,15
VERHAGEN,Robin,ROE,0,0,5.25,4,0,0,0,0,5.1,7,7,4,4,3,1,0,1,27,0.259,1,1,0,0,0,7,7
VLEUGELS,Mariëlle,OLY,3,3,3.12,12,1,0,0,0,24.2,21,11,11,6,14,5,0,1,94,0.223,2,0,0,0,1,29,30
VOORTMAN,Eva,NEP,11,6,1.50,22,15,1,6,2,102.1,56,32,22,32,175,12,5,3,355,0.158,17,1,0,1,8,62,65
WATSON,Madyson,NEP,4,5,2.00,12,7,0,2,0,63.0,58,22,18,18,65,12,2,1,231,0.251,2,7,0,2,10,50,65
WEIS,Nienke,NEP,4,3,2.61,18,10,2,0,0,45.2,41,25,17,36,43,5,2,0,174,0.236,9,3,0,1,3,70,17
WOOD,Savanna,SPA,0,1,5.25,1,1,0,0,0,4.0,7,3,3,0,2,1,1,0,18,0.389,0,0,0,1,0,1,8
ZWAKMAN,Yala,OGZ,0,1,11.05,3,1,0,0,0,6.1,12,11,10,5,5,1,1,0,29,0.414,1,0,0,1,1,3,10
