Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
BRINK,Lisa,TTT,1,0,6.46,5,2,0,0,0,8.2,10,8,8,10,11,1,2,0,36,0.278,4,0,0,0,0,8,6
BRINKS,Demi,AMS,0,4,12.54,14,6,0,0,0,24.0,48,44,43,23,3,5,3,3,113,0.425,2,1,0,4,1,34,31
CORNELL,Sarah,AMS,6,7,3.21,14,11,0,7,1,67.2,71,37,31,14,86,14,4,2,267,0.266,3,1,0,2,4,50,57
DE BOER-ESMEIJER,Vera,QUI,6,7,5.75,22,17,0,6,1,69.1,94,76,57,37,42,10,9,4,299,0.314,9,3,0,7,11,104,59
DE SCHRIJVERE,Griet,ROE,0,0,0.00,1,0,0,0,0,0.0,1,5,5,3,0,0,0,0,1,1.000,0,1,0,0,0,0,0
DE WEERT,Ginger,TTT,5,2,2.15,18,13,2,2,0,58.2,49,23,18,22,70,4,2,2,220,0.223,5,5,4,1,3,76,27
ELIZABETH,Leonella,QUI,1,4,5.07,7,4,0,2,0,19.1,28,20,14,13,16,1,3,1,77,0.364,3,1,0,2,5,19,19
ELSJAN,Hayden,TTT,0,0,7.64,1,1,0,0,0,3.2,7,6,4,3,0,2,0,0,15,0.467,0,0,0,0,0,7,0
FRANKA,Shomayra,ROE,4,1,3.65,16,6,0,1,1,30.2,50,26,16,14,13,3,4,0,139,0.360,8,1,1,0,1,37,34
HELD,Hannah,OGZ,0,1,6.16,9,3,0,0,0,19.1,29,22,17,11,22,1,1,0,84,0.345,2,1,0,0,5,18,17
HENDRIKS,Nina,AMS,2,5,7.88,9,6,0,2,1,32.0,52,39,36,10,24,16,3,4,141,0.369,3,2,0,5,3,21,48
HENKS,Rachel,SPA,10,1,1.59,20,12,2,7,5,79.0,56,22,18,25,50,10,3,1,282,0.199,8,5,0,2,6,90,86
HOP,Lisa,OLY,15,5,2.43,33,21,1,4,2,118.1,94,58,41,60,145,20,3,3,454,0.207,13,3,0,2,2,112,93
HORSTEN,Kim,ROE,2,3,2.82,12,1,0,0,0,22.1,21,9,9,6,19,3,1,1,86,0.244,0,1,2,0,0,26,20
KISTEMAKER,Isis,OLY,1,0,7.41,8,3,0,0,0,11.1,14,14,12,14,6,1,0,2,50,0.280,7,0,1,0,0,15,12
KOCK,Shaneequa,TTT,2,0,4.31,11,1,0,0,0,13.0,22,8,8,5,2,7,1,0,60,0.367,0,0,0,0,1,16,20
KOUWENHOVEN,Maja,AMS,0,6,10.03,17,6,0,0,0,37.0,75,66,53,21,25,13,11,4,178,0.421,2,2,0,4,2,23,54
KRAMER,Roos-Marijn,OGZ,9,10,3.66,30,21,1,11,4,114.2,138,79,60,65,89,15,5,2,469,0.294,10,6,0,4,12,108,137
KRIJGSMAN,Amber,OGZ,0,0,47.25,2,0,0,0,0,1.1,6,9,9,3,2,2,0,0,9,0.667,0,1,0,1,0,0,2
LUCASSEN,Jasmine,PIO,0,0,32.55,6,0,0,0,0,6.2,31,34,31,13,3,3,6,0,49,0.633,6,2,0,2,0,6,9
MAARTENS,Lea,PIO,0,7,24.61,24,9,0,1,0,33.0,117,140,116,53,9,11,12,7,216,0.542,38,5,1,10,0,48,40
MEADOWS,Lindsey,TTT,7,6,3.15,23,9,0,5,2,82.1,79,50,37,36,64,18,4,1,326,0.242,2,4,0,2,6,110,65
MERKX,Marjolein,ROE,11,4,2.12,31,17,0,4,1,115.2,95,50,35,50,116,17,5,0,433,0.219,12,9,0,1,9,114,108
MEYERING,Lisa,OGZ,5,12,4.48,22,15,0,3,1,79.2,99,78,51,57,57,12,4,5,332,0.298,17,1,0,1,7,93,76
MOLENKAMP,Milou,PIO,0,0,21.00,2,0,0,0,0,1.0,9,12,3,3,0,2,1,0,14,0.643,1,0,0,0,0,2,1
MORAUW,Pascalle,ROE,0,0,0.00,1,0,0,0,0,0.2,1,0,0,1,0,0,1,0,3,0.333,0,0,1,0,0,1,1
ONDERWATER,Daphne,OLY,0,0,0.00,3,0,0,0,0,2.2,1,0,0,0,0,0,0,0,9,0.111,0,1,0,0,0,3,5
PAGAN,Lisa,OGZ,1,1,8.08,3,1,0,0,0,8.2,14,10,10,8,7,4,0,0,37,0.378,4,0,0,1,0,11,6
RECTOR,Machteld,OLY,0,0,0.00,1,0,0,0,0,2.0,1,0,0,0,0,0,0,0,7,0.143,0,0,0,0,0,6,0
ROUWENHORST,Isanthe,OGZ,0,0,147.00,1,0,0,0,0,0.1,8,7,7,1,0,2,2,0,9,0.889,0,0,1,0,0,1,0
SCHEELE,Kirsten,SPA,17,2,1.98,24,19,0,8,2,113.0,96,40,32,23,106,18,5,2,423,0.227,0,5,0,3,8,108,118
SCHOOR,Caressa,SPA,6,1,3.22,14,9,0,2,1,37.0,49,24,17,13,31,6,3,1,154,0.318,5,3,0,3,2,46,31
SOUMERU,Rebecca,SPA,4,1,2.70,18,5,1,1,0,44.0,42,21,17,5,36,8,2,3,164,0.256,1,3,0,2,7,33,58
SPINAS-VALAINIS,Alyson,OLY,11,2,1.22,19,11,0,6,3,74.2,55,22,13,18,69,12,1,0,279,0.197,1,1,0,5,5,85,71
STROOKMAN,Iris,SPA,1,0,7.00,4,0,0,0,0,3.0,7,3,3,4,0,3,0,0,15,0.467,0,0,0,0,0,2,6
TEN DONKELAAR,Danielle,TTT,12,6,3.89,20,16,0,6,0,84.2,102,56,47,29,40,26,3,2,344,0.297,7,10,0,1,14,78,130
TOLMIE,Jessica,ROE,5,9,3.38,24,17,1,2,1,78.2,76,56,38,29,60,14,4,6,305,0.249,10,12,1,4,12,66,106
UYTENDAAL,Lizzy,QUI,0,1,7.47,9,1,0,0,0,15.0,28,19,16,14,3,5,1,1,71,0.394,2,0,0,2,1,26,15
VAN AALST,Jessie,OLY,1,2,6.81,4,0,0,0,0,12.1,5,16,12,22,12,1,1,0,40,0.125,7,3,0,1,1,15,8
VAN DEN BERG,Judith,ROE,1,0,1.75,5,0,1,0,0,8.0,7,2,2,3,6,0,1,1,31,0.226,0,0,0,0,0,5,13
VAN DEN ESKER,Babbette,PIO,0,12,23.07,17,10,0,1,0,27.0,64,108,89,76,9,4,6,0,147,0.435,18,3,1,3,2,46,25
VAN DER MAAS,Mandy,AMS,1,5,8.64,19,6,0,0,0,41.1,83,66,51,39,16,10,4,6,193,0.430,6,1,0,5,5,54,46
VAN DER PUTTEN,Sanne,AMS,2,4,5.88,13,7,1,3,1,33.1,64,46,28,18,17,12,3,2,165,0.388,4,0,0,3,1,40,42
VAN EIJL,Margot,OGZ,1,2,4.27,12,2,0,0,0,19.2,24,18,12,12,8,6,3,2,79,0.304,1,1,0,2,2,24,24
VAN GENNIP,Richelle,QUI,10,10,3.45,26,18,1,9,2,130.0,122,74,64,69,113,22,9,6,488,0.250,4,3,0,6,16,90,176
VLEUGELS,Marielle,OLY,6,2,3.69,19,7,0,0,0,49.1,58,39,26,25,36,6,0,3,204,0.284,1,2,0,2,8,58,46
VOORTMAN,Eva,QUI,3,0,1.17,6,2,0,2,1,24.0,11,6,4,9,41,0,1,2,82,0.134,3,2,0,0,2,22,9
WISSINK,Laura,QUI,0,0,28.00,2,0,0,0,0,1.0,2,4,4,3,1,1,0,0,4,0.500,2,0,0,0,1,1,1
WITVLIET,Fleur,PIO,0,5,19.73,6,4,0,0,0,11.0,32,38,31,11,1,9,3,3,64,0.500,6,2,0,3,1,14,18
WITVLIET,Roos,PIO,0,3,14.00,13,4,0,0,0,25.0,76,66,50,2,9,16,5,4,154,0.494,2,3,0,5,1,29,37
ZOETMULDER,Martine,PIO,0,15,9.51,19,15,0,6,0,70.2,157,118,96,32,23,21,21,8,352,0.446,15,7,0,15,6,34,147
