Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ABDELOUAL,Laïla,AND,5,8,4,0,4,0.500,0,0,0,,0,0
ADAM,Damien,BRI,2,1,1,0,0,1.000,0,0,0,,0,0
ALVAREZ ALARCON,Fabiana,BRI,4,3,2,0,1,0.667,0,2,0,100.0,0,0
ANDRIES,Jasper,ZOT,8,2,1,0,1,0.500,0,0,0,,0,0
ANTOINE,Charles,BIN,3,2,2,0,0,1.000,0,0,0,,0,0
ARMIROTTO,Kaj,HOB,9,13,9,0,4,0.692,0,7,0,100.0,0,0
AVARELLO,Adrien,AND,3,4,2,1,1,0.750,0,0,0,,0,0
AZZOLINA,Lorenzo,SER,1,1,0,0,1,0.000,0,0,0,,0,0
BAGUET,Louise,GRE,10,5,2,1,2,0.600,0,0,0,,0,0
BALZANI,Lorenzo,BRU,8,3,1,2,0,1.000,0,0,0,,0,0
BALZANI,Lorenzo,BRU,1,1,0,1,0,1.000,0,0,0,,0,0
BERNARD,Daniel,BIN,11,16,8,5,3,0.813,1,2,0,100.0,0,0
BERTEN,Julot,OUD,3,1,1,0,0,1.000,0,0,0,,0,0
BEYENS,Brian,HOB,6,5,3,1,1,0.800,0,2,0,100.0,1,0
BODART,Tristan,AND,3,1,0,0,1,0.000,0,0,0,,0,0
BOECKMANS,Margot,GRE,7,40,32,2,6,0.850,0,41,1,97.6,6,0
BOLSENS,Vik,BEV,8,4,1,2,1,0.750,0,0,0,,0,0
BOURGUIGNON,Lili,SER,3,1,1,0,0,1.000,0,0,0,,0,0
BRODEOUX,Elias,OOS,1,1,0,1,0,1.000,0,0,0,,0,0
CASIE,Natan,WBA,10,36,29,4,3,0.917,0,9,1,90.0,1,1
CATOZZI,Ethan,BIN,3,2,0,0,2,0.000,0,9,0,100.0,2,0
CHIELENS,Nestor,GEN,18,7,4,3,0,1.000,0,14,0,100.0,2,0
CHOU,Jun-Dao,TBS,5,3,3,0,0,1.000,0,0,0,,0,0
CIPRIETTI,Kenzo,BRU,9,2,1,0,1,0.500,0,0,0,,0,0
CLAES,Matthias,HOB,2,1,0,1,0,1.000,0,0,0,,0,0
CLINCKART,Gautier,NAM,2,5,5,0,0,1.000,0,0,0,,0,0
CLINCKART,Justin,NAM,4,4,3,1,0,1.000,0,0,0,,0,0
CLOOSTERMANS,Yinai,TBS,4,4,1,2,1,0.750,0,0,0,,0,0
