Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ANDRIES,Tiana,GEN,14,19,16,2,1,0.947,1,0,0,,0,0
ARDAEN,Fien,GEN,48,72,41,28,3,0.958,1,4,0,100.0,2,0
ART,Amandine,BRU,9,38,34,2,2,0.947,0,6,0,100.0,0,0
BAETENS,Ellen,GEN,20,8,7,1,0,1.000,0,0,0,,0,0
BAUWENS,Ellen,GEN,24,27,8,17,2,0.926,2,0,0,,0,0
BERGER,Aurélie,SER,28,96,76,17,3,0.969,0,51,1,98.1,27,0
BRABANT,Coline,BRI,7,6,5,0,1,0.833,0,0,0,,0,0
BRUYNSEELS,Ellen,HEI,43,65,22,34,9,0.862,1,39,0,100.0,3,0
BRUYNSEELS,Lore,HEI,7,18,18,0,0,1.000,0,17,0,100.0,12,0
CAMBIE,Jolien,GEN,7,5,4,1,0,1.000,0,0,0,,0,0
CHASSEUR,Charlotte,SER,27,32,27,3,2,0.938,0,0,0,,0,0
CHIKH,Norine,SER,35,63,29,29,5,0.921,0,15,0,100.0,4,0
COOK,Olivia,BRU,7,4,3,1,0,1.000,0,6,0,100.0,7,0
CORDOBA-DIAZ,Sabrina,BRI,6,1,1,0,0,1.000,0,0,0,,0,0
CORNIL,Joëlle,BRU,6,15,11,2,2,0.867,0,0,0,,0,0
CUAZ,Laura,SER,10,22,13,5,4,0.818,1,0,0,,0,0
DAENE,Christine,SER,34,28,16,9,3,0.893,0,1,0,100.0,0,0
DE CARITAT,Diane,BRU,8,29,19,9,1,0.966,0,0,0,,0,0
DE HOUWER,Candice,GEN,20,18,11,5,2,0.889,1,0,0,,0,0
DE MUNNYNCK,Ruth,BRU,14,27,23,1,3,0.889,0,0,0,,0,0
DECARPENTRIE,Adeline,BRI,16,37,15,16,6,0.838,2,0,0,,0,0
DECOURTY,Aurélie,MON,12,16,10,5,1,0.938,2,0,0,,0,0
DEKEERSMAEKER,Sophie,GEN,11,5,2,2,1,0.800,1,0,0,,0,0
DENOEL,Alex,SER,39,101,77,20,4,0.960,1,17,0,100.0,0,0
DEWALQUE,Muriel,SER,2,7,3,3,1,0.857,0,0,0,,0,0
DHOOGE,Clémentine,BRU,4,7,2,4,1,0.857,0,0,0,,0,0
DIVE,Camille,BRI,19,70,60,8,2,0.971,1,36,2,94.7,11,0
DUCHENE,Marie,SER,14,12,4,5,3,0.750,0,0,0,,0,0
DUPLOUY,Gwenaëlle,MON,20,71,50,19,2,0.972,1,58,3,95.1,21,0
ELOY,Epiphanie,MON,37,30,11,16,3,0.900,0,11,0,100.0,0,0
FAUCON,Marilou,MON,30,58,23,29,6,0.897,1,4,0,100.0,0,0
