Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ANDERSON,Bobby,LDC,2,2,5.33,5,4,0,0,0,21.0,30,20,16,14,17,3,0,2,92,0.326,1,0,0,1,0,21,20
ANDERSON,Zachary,LDM,3,0,2.44,3,3,0,2,2,14.1,7,7,5,7,10,0,0,0,51,0.137,1,0,0,0,0,20,9
APOSTOAEI,Andrei,SHB,0,0,2.40,5,0,1,0,0,11.2,15,6,4,2,18,4,2,0,52,0.288,3,2,2,1,0,8,8
ARMSTRONG,Luke,SHB,2,1,3.94,3,3,0,1,0,16.0,13,11,9,11,23,3,0,2,62,0.210,2,0,0,0,0,12,10
AVILA,Elbis,SHB,1,2,5.68,3,3,0,0,0,12.1,12,13,10,4,10,2,0,0,57,0.211,4,3,0,0,0,14,13
BANAGALE,Michael,LDM,0,0,1.68,4,0,0,0,0,8.1,5,3,2,5,6,1,0,0,31,0.161,0,0,0,0,0,8,11
BARCO,Cesar,EXA,2,0,0.78,2,2,0,1,0,9.0,4,2,1,3,11,1,0,0,31,0.129,0,1,0,0,0,9,6
BATHO,Charlie,SHB,0,0,0.00,1,0,0,0,0,0.0,2,5,5,3,0,0,0,0,2,1.000,1,0,0,0,0,0,0
BEDARD,David,LDC,3,3,7.84,7,4,0,2,0,25.0,43,37,28,9,16,5,1,2,120,0.358,3,3,0,2,0,30,24
CASAL,Carlos David,SHB,1,2,15.89,4,2,0,0,0,12.1,20,32,28,27,11,2,0,1,58,0.345,8,2,0,0,0,9,13
CLAYTON,Will,LBC,2,2,8.46,10,6,0,0,0,24.0,24,36,29,28,33,5,1,1,98,0.245,3,9,2,0,1,14,21
COSGROVE,Andy,LDM,1,0,5.00,6,1,0,0,0,14.0,11,11,10,7,24,3,0,1,53,0.208,2,2,0,0,0,10,6
DEACON,Alex,LBC,3,5,7.95,12,7,0,0,0,37.0,38,46,42,54,41,10,1,2,143,0.266,10,7,0,4,0,28,34
DEAN,Louis,LLC,0,0,11.09,10,0,0,0,0,17.2,25,33,28,27,8,7,0,3,74,0.338,9,5,1,1,0,13,23
DEERING,Ian,LDC,0,0,9.80,2,0,0,0,0,5.0,4,7,7,6,5,0,0,0,17,0.235,2,5,0,0,0,3,5
