Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ANDRIANNE,Aurore,BRI,2,1,1,0,0,1.000,0,0,0,,0,0
BARBIER,Luce,MSG,1,7,7,0,0,1.000,0,0,0,,0,0
BEGUIN,Ysaline,MSG,2,2,0,1,1,0.500,0,0,0,,0,0
BEYENS,Jayden,HOB,1,8,5,0,3,0.625,0,0,0,,0,0
BOECKMANS,Margot,GRE,1,13,13,0,0,1.000,0,8,0,100.0,0,0
BOERMANS,Lisa,ANT,4,4,1,3,0,1.000,0,5,0,100.0,0,0
BOGAERTS,Imke,MER,1,3,1,2,0,1.000,0,0,0,,0,0
BUCHET,Lore,LIE,1,1,1,0,0,1.000,0,0,0,,0,0
BUCKINX,Marie,LIE,1,1,0,0,1,0.000,0,0,0,,0,0
CARLIER,Lucie,MSG,4,2,1,1,0,1.000,0,1,0,100.0,0,0
CARLIER,Téa,AND,1,1,1,0,0,1.000,0,0,0,,0,0
CHOU,Jun-Dao,HOB,1,5,4,1,0,1.000,0,1,0,100.0,1,0
CLAES,Themis,ANT,1,12,10,2,0,1.000,1,0,0,,0,0
CLOOTS,Thalia,CHI,3,1,0,0,1,0.000,0,0,0,,0,0
COLAUX,Eléonore,MSG,1,7,7,0,0,1.000,0,8,0,100.0,3,0
COLE,Celine,WIE,2,3,2,1,0,1.000,0,15,0,100.0,9,0
COUSSENS,Lies,WIE,5,19,12,5,2,0.895,0,1,0,100.0,0,0
DANGOISSE,Marie,BRI,3,3,2,1,0,1.000,0,24,0,100.0,9,0
DE MAN,Leslie,GRE,4,2,1,1,0,1.000,0,0,0,,0,0
DE NEYER,Violette,AND,3,2,1,1,0,1.000,1,0,0,,0,0
DE NIJS,Evi,CHI,8,10,3,5,2,0.800,0,3,0,100.0,0,0
DE PRIJCK,Emmely,ZOT,4,4,1,0,3,0.250,0,0,0,,0,0
DE RIDDER,Feebe,MER,6,14,7,6,1,0.929,0,0,1,0.0,0,0
DE RIDDER,Friedl,MER,3,10,8,2,0,1.000,0,7,1,87.5,0,0
DE SMET,Faye,WIE,2,4,1,2,1,0.750,0,0,0,,0,0
DE TROYER,Jolien,ZOT,7,19,9,5,5,0.737,0,1,0,100.0,0,0
DEKIMPE,Lucie,BRI,2,2,1,1,0,1.000,0,0,0,,0,0
DENYS,Alena,WIE,1,1,0,0,1,0.000,0,0,0,,0,0
DESPONTIN,Maeline,MSG,2,2,2,0,0,1.000,0,0,0,,0,0
DEVLAMYNCK,Lise,ZOT,3,3,0,1,2,0.333,0,0,0,,0,0
DEVRIESE,Ella,MER,3,9,2,6,1,0.889,0,0,0,,0,0
DIERICKX,Elly,MSG,2,4,2,2,0,1.000,0,0,0,,0,0
DIERICKX,LIES,ZOT,3,9,1,3,5,0.444,0,0,0,,0,0
DOBBELS,Sarah,WIE,2,4,3,1,0,1.000,1,0,0,,0,0
DUCKERS,Aurore,LIE,1,6,3,1,2,0.667,0,0,0,,0,0
DUJARDIN,Steffi,WIE,1,4,1,2,1,0.750,0,14,1,93.3,2,0
EEKLAER,Clara,BRI,3,4,1,0,3,0.250,0,0,0,,0,0
EVERAERTS,Katja,HOB,2,3,3,0,0,1.000,0,0,0,,0,0
EVRARD,Ombeline,AND,2,4,2,0,2,0.500,0,0,0,,0,0
FAVEAUX,Cassandre,AND,2,3,2,1,0,1.000,0,0,0,,0,0
FAVEAUX,Cassandre,AND,4,4,3,0,1,0.750,0,0,0,,0,0
FAVEAUX,Chiara,AND,2,1,1,0,0,1.000,1,0,0,,0,0
FAVEAUX,Chiara,AND,3,14,7,7,0,1.000,1,17,0,100.0,12,0
FELDER,Amandine,BRI,3,1,1,0,0,1.000,0,0,0,,0,0
FIESACK,Jentel,MER,4,1,1,0,0,1.000,0,0,0,,0,0
GELDOF,Kate,ANT,1,1,1,0,0,1.000,1,0,0,,0,0
GRYMONPREZ,Steffi,WIE,3,14,10,3,1,0.929,0,0,0,,0,0
HENDRIKS,Caitlin,CHI,3,4,4,0,0,1.000,0,0,0,,0,0
HERMAN,ELLEN,ZOT,4,1,0,0,1,0.000,0,0,0,,0,0
HEUTEN,Julie,ANT,1,3,3,0,0,1.000,0,0,0,,0,0
HOFMANS,Marie,MER,3,2,2,0,0,1.000,0,0,0,,0,0
HUET,Priscillia,BRI,2,3,0,2,1,0.667,0,0,0,,0,0
IMPENS,Inne,ANT,2,2,1,1,0,1.000,0,0,0,,0,0
IMPENS,Kihlany,WIE,2,11,6,5,0,1.000,0,9,1,90.0,3,0
JACOBS,Jessie,GRE,3,2,1,0,1,0.500,0,0,0,,0,0
JAMIN,Caroline,TBS,4,4,3,1,0,1.000,0,1,0,100.0,0,0
JANSSENS,Maiti,ANT,1,2,1,0,1,0.500,0,0,0,,0,0
JOOSENS,Cindy,GRE,6,12,4,8,0,1.000,1,1,0,100.0,0,0
JOOSSENS,Elies,GRE,2,1,0,1,0,1.000,0,0,0,,0,0
