Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
BEGUIN,Ysaline,MSG,1,0,4.20,1,1,0,0,0,5.0,3,3,3,7,5,1,0,1,17,0.176,0,0,0,0,0,5,3
BOERMANS,Lisa,ANT,1,1,5.25,2,2,0,2,0,12.0,13,11,9,6,11,2,0,0,49,0.265,6,1,0,0,0,12,10
CARLIER,Lucie,MSG,0,0,39.00,2,0,0,0,0,2.1,2,13,13,13,0,0,0,0,9,0.222,7,3,0,0,0,4,3
COUSSENS,Lies,WIE,0,2,16.66,2,2,0,1,0,9.2,24,25,23,10,9,6,1,1,53,0.453,5,0,0,1,0,14,6
DE MAN,Leslie,GRE,0,0,42.00,1,0,0,0,0,1.0,2,7,6,3,2,1,0,0,6,0.333,2,2,0,0,0,1,0
DE NIJS,Evi,CHI,4,0,3.35,4,4,0,4,0,23.0,16,13,11,22,39,4,1,0,85,0.188,2,1,0,0,0,16,11
DE RIDDER,Feebe,MER,2,1,10.50,3,3,0,0,0,9.1,7,18,14,27,9,1,0,0,35,0.200,15,5,0,0,0,10,7
DE TROYER,Jolien,ZOT,0,0,26.04,3,0,0,0,0,8.1,28,39,31,20,12,5,1,1,62,0.452,11,1,0,0,0,8,5
DESPONTIN,Maeline,MSG,1,0,6.30,1,1,0,0,0,3.1,5,3,3,5,7,0,0,0,13,0.385,1,0,0,0,0,1,0
EVERAERTS,Katja,HOB,0,0,9.33,1,0,0,0,0,3.0,4,4,4,4,1,1,0,0,14,0.286,0,0,0,0,0,4,4
FAVEAUX,Cassandre,AND,0,0,52.50,1,0,0,0,0,1.1,5,12,10,11,2,0,0,1,10,0.500,5,0,0,0,0,2,0
FELDER,Amandine,BRI,0,0,126.00,1,0,0,0,0,0.1,2,6,6,5,0,1,0,0,2,1.000,0,1,0,0,0,0,0
FIESACK,Jentel,MER,0,0,0.00,1,0,0,0,0,0.2,0,0,0,1,0,0,0,0,2,0.000,1,0,0,0,0,0,2
HUET,Priscillia,BRI,0,0,28.88,1,0,0,0,0,2.2,11,12,11,5,1,1,1,0,19,0.579,0,0,0,0,0,6,0
JAMIN,Caroline,TBS,1,0,9.55,2,1,0,0,0,3.2,5,13,5,8,10,0,0,0,21,0.238,6,0,0,0,0,3,1
JOOSENS,Cindy,GRE,2,1,5.13,3,3,0,2,0,15.0,12,25,11,16,23,1,2,0,64,0.188,5,4,0,0,0,14,9
LECOCQ,Emma,LIE,0,0,7.00,1,0,0,0,0,1.0,1,1,1,0,0,0,0,0,4,0.250,0,0,0,0,0,2,1
LEEN,Gaelle,AND,1,1,15.17,2,2,0,0,0,6.0,6,18,13,21,6,0,1,0,23,0.261,5,0,0,0,0,5,3
LEEN,Gaelle,AND,1,2,19.09,3,3,0,0,0,7.1,3,22,20,35,5,0,0,0,18,0.167,21,0,0,0,0,7,1
MÜNTEN,Kloée,AND,1,0,19.25,4,1,0,0,0,4.0,4,12,11,17,6,0,0,0,12,0.333,2,0,0,0,0,0,2
MÜNTEN,Kloée,AND,0,0,33.60,2,0,0,0,0,1.2,0,8,8,11,3,0,0,0,4,0.000,6,3,0,0,0,1,0
PLETTINX,Lisa,MER,0,0,11.31,2,0,0,0,0,4.1,5,7,7,14,1,1,0,0,15,0.333,3,3,0,0,0,6,3
PULETTO,Melina,BRI,0,1,126.00,1,1,0,0,0,0.2,4,12,12,12,0,0,1,0,6,0.667,7,1,0,0,0,0,2
ROBBERECHTS,Janne,MER,0,0,6.30,2,0,0,0,0,3.1,3,4,3,6,2,0,1,0,13,0.231,1,0,0,0,0,4,3
SAVONA,Rosa,LIE,1,0,9.33,1,1,0,0,0,3.0,4,5,4,2,0,0,0,0,15,0.267,0,0,0,0,0,4,4
SMET,Sofie,HOB,1,0,0.00,1,1,0,0,0,2.0,3,0,0,1,3,0,0,0,8,0.375,1,0,0,0,0,2,0
STEENS,Morgan,BRI,0,1,60.00,3,1,0,0,0,2.1,15,20,20,9,0,2,0,3,21,0.714,0,4,0,0,0,2,4
STREVELER,Elena,AND,0,0,14.00,1,0,0,0,0,2.0,0,4,4,6,2,0,0,0,3,0.000,6,3,0,0,0,1,0
VAN DEN BOSSCHE,Debra,ZOT,0,1,39.38,2,1,0,0,0,2.2,11,16,15,6,1,2,2,1,21,0.524,6,2,0,0,0,6,1
VAN DEN BUSSCHE,Karen,ZOT,0,3,28.70,3,3,0,1,0,10.0,31,55,41,27,10,7,1,2,75,0.413,3,0,0,0,0,16,5
VAN DER WEEHE,Amber,TBS,0,1,7.00,2,1,0,0,0,2.0,3,2,2,2,0,0,0,0,7,0.429,0,1,0,2,0,1,5
VANHAECKE,Justine,WIE,0,1,14.37,2,1,0,1,0,6.1,23,27,13,9,2,2,1,1,47,0.489,3,0,0,0,0,7,9
VANHOORNEWEDER,Morgane,BRI,0,1,63.00,2,1,0,0,0,2.0,9,18,18,11,0,2,0,0,14,0.643,2,6,0,0,0,1,4
VERELST,Olivia,MSG,0,0,0.00,1,0,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0.000,0,0,0,0,0,0,0
