Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ALBERTELLI,Federico,LDC,13,2,3,0,0,0,2,3,0.231,0.231,0.375,0.606,2,1,5,0,0,0,1,0
ALMONTE,Edwin,EXA,51,8,10,1,0,0,4,11,0.196,0.216,0.305,0.521,7,1,19,0,0,0,8,0
ANDERSON,Bobby,LDC,9,4,4,1,0,0,2,5,0.444,0.556,0.545,1.101,2,0,1,1,0,0,1,0
APOSTOL,Jesus,EXA,7,2,0,0,0,0,0,0,0.000,0.000,0.125,0.125,1,0,3,0,0,0,0,0
BANAGALE,Michael,LDM,24,10,10,2,0,0,9,12,0.417,0.500,0.483,0.983,4,0,4,0,1,0,4,0
BANERJEE,Al,LLC,52,9,13,1,0,0,6,14,0.250,0.269,0.286,0.555,2,1,11,0,1,0,3,0
BAXTER,Dylan,LDM,55,17,17,3,0,0,12,20,0.309,0.364,0.437,0.801,11,3,12,1,2,0,5,0
BEDARD,David,LDC,33,9,5,1,0,0,4,6,0.152,0.182,0.216,0.398,3,0,6,2,1,0,4,0
BROWN,Conner,LBC,58,17,21,6,0,2,20,33,0.362,0.569,0.471,1.040,10,2,14,1,0,0,4,0
BUENO,Dany,EXA,92,36,40,8,1,2,40,56,0.435,0.609,0.490,1.099,8,3,10,1,1,0,11,0
BYRNE,Warwick,HTF,19,3,2,0,0,0,1,2,0.105,0.105,0.320,0.425,5,1,11,0,0,0,6,0
CARTER,Jon,LBC,14,3,3,0,0,1,2,6,0.214,0.429,0.267,0.696,0,1,0,0,0,0,1,0
CASAL,Carlos David,HTF,22,13,9,2,2,0,6,15,0.409,0.682,0.536,1.218,4,2,1,0,0,0,8,2
CASAL,Carlos Jose,HTF,4,1,0,0,0,0,0,0,0.000,0.000,0.200,0.200,1,0,2,0,0,0,0,0
CASAL,Marianna,HTF,12,4,0,0,0,0,0,0,0.000,0.000,0.294,0.294,4,1,9,1,0,0,0,0
CEDEÑO,Leo,LDC,79,22,30,6,0,1,31,39,0.380,0.494,0.474,0.968,10,5,5,0,1,1,10,0
CHANDLER,Rory,LDM,51,16,16,4,1,1,13,25,0.314,0.490,0.397,0.887,6,1,14,0,0,0,4,0
