Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ANDERSON,Bobby,LDC,5,1,2.68,12,7,0,3,1,47.0,30,17,14,13,37,7,1,1,177,0.169,1,6,0,0,1,45,56
BANAGALE,Michael,LDM,0,0,9.00,1,0,0,0,0,1.0,2,1,1,1,1,0,0,0,4,0.500,0,0,0,0,0,0,1
BANERJEE,Al,LLC,1,0,9.64,6,0,0,0,0,14.0,20,15,15,11,13,1,0,0,61,0.328,2,2,1,0,0,12,14
BEDARD,David,LDC,5,0,2.08,9,5,0,3,1,34.2,30,8,8,9,36,2,0,0,129,0.233,0,3,0,0,0,33,26
BYRNE,Warwick,HTF,0,1,16.88,2,1,0,0,0,5.1,6,14,10,11,5,2,0,0,25,0.240,0,1,0,0,0,5,6
CARTER,Jon,LBC,0,4,12.39,5,4,0,0,0,20.1,45,32,28,13,14,8,0,0,98,0.459,0,4,0,2,0,15,24
CASAL,Carlos David,HTF,0,3,16.88,3,3,0,0,0,8.0,11,20,15,19,10,2,0,1,39,0.282,3,1,1,0,0,8,4
CASAL,Marianna,HTF,0,1,34.71,3,2,0,1,1,2.1,1,9,9,10,2,0,0,0,8,0.125,2,1,0,0,0,3,2
CLARK,Phil,HTF,0,2,18.00,5,3,0,2,0,16.0,37,34,32,13,18,9,0,2,83,0.446,4,3,0,1,0,13,15
CLAYTON,Will,LBC,1,3,17.33,11,5,0,1,0,27.0,48,62,52,37,27,11,0,1,126,0.381,0,17,3,0,0,22,24
CRESSWELL,Mike,HTF,1,3,20.95,6,4,0,0,0,19.1,60,62,45,22,8,13,1,5,117,0.513,2,5,1,4,0,23,22
CUTLER,Harrison,LLC,0,0,36.00,1,0,0,0,0,2.0,8,8,8,2,3,0,0,3,13,0.615,0,0,2,1,0,1,2
DAVIS,Will,HTF,0,0,43.20,2,0,0,0,0,1.2,1,8,8,8,3,0,0,1,6,0.167,4,1,0,0,0,0,2
DEACON,Alex,LLC,3,9,8.29,13,13,0,2,0,63.0,74,75,58,64,54,18,2,3,254,0.291,10,7,0,9,0,51,69
DEAN,Louis,LBC,0,0,40.50,1,0,0,0,0,0.2,4,6,3,2,0,2,1,0,7,0.571,0,0,0,0,0,2,0
DEERING,Ian,LDC,1,1,9.24,5,3,0,1,0,12.2,19,15,13,10,13,2,1,1,54,0.352,0,1,0,0,0,8,11
DIAZ,Juan,EXA,0,0,135.00,1,0,0,0,0,0.1,5,5,5,1,0,3,1,0,6,0.833,0,0,0,0,0,1,0
EDMONDS,Jordan,LDM,2,1,3.45,6,3,0,0,0,15.2,11,6,6,9,14,3,0,1,58,0.190,1,1,0,0,0,6,24
ESCALONA,Giovanni,EXA,1,0,7.28,10,1,0,1,1,29.2,38,30,24,17,16,7,2,2,125,0.304,1,7,2,2,0,39,28
FIGUEREO ALMONTE,Julio Cesar,LDC,1,0,5.91,4,1,0,0,0,10.2,10,9,7,6,11,2,0,1,44,0.227,0,1,2,0,0,12,9
FLAHERTY,Thomas,LDM,6,0,3.00,10,6,0,2,2,36.0,33,14,12,24,43,3,0,0,134,0.246,5,2,1,0,0,26,29
FULFORD,Andrew,HTF,0,0,67.50,1,0,0,0,0,0.2,4,6,5,1,2,1,0,1,7,0.571,0,0,1,0,0,0,0
GONZALEZ,Daniel,LBC,4,5,7.17,14,11,0,2,0,64.0,80,54,51,33,62,11,2,2,266,0.301,4,5,2,1,0,45,71
HARFIELD,Travis,LLC,0,0,37.80,2,0,0,0,0,1.2,4,8,7,5,2,0,0,0,9,0.444,2,2,0,0,0,1,1
HASHIGUCHI,Masa,LDC,5,3,3.28,8,8,0,4,1,49.1,57,25,18,9,49,9,0,1,197,0.289,1,9,0,1,1,46,37
HICHE,Cris,HTF,0,1,16.03,4,1,0,0,0,10.2,22,33,19,15,3,5,0,3,59,0.373,3,1,2,1,0,10,17
HILL,Alfie,LLC,0,2,19.10,8,1,0,0,0,13.2,31,38,29,22,5,5,0,1,73,0.425,1,2,1,0,0,10,21
HURTADO,Ambiorix,EXA,2,0,7.52,6,2,1,2,0,20.1,23,19,17,16,15,4,0,0,81,0.284,3,3,2,0,3,18,23
ICHIGE,Yasu,HTF,0,2,25.41,4,4,0,1,0,11.1,26,33,32,8,5,5,1,1,58,0.448,4,9,2,2,0,15,13
JON,Carter,LLC,0,2,9.95,3,2,0,1,0,12.2,18,16,14,6,8,2,0,0,55,0.327,1,3,0,1,0,16,11
LAINOFF,Brian,LDM,5,0,3.42,8,5,0,0,0,26.1,19,13,10,4,25,2,0,1,102,0.186,2,4,0,0,0,30,21
LEWIS,Nathan,LLC,3,3,8.18,7,6,0,2,1,22.0,26,21,20,16,28,2,0,2,94,0.277,1,1,0,0,0,23,12
LORENZO,Arley,EXA,5,3,10.76,13,8,0,1,0,46.0,57,63,55,36,17,11,2,4,198,0.288,1,9,2,3,0,62,48
MANNING,Lee,HTF,0,0,20.25,1,0,0,0,0,1.1,4,5,3,1,2,1,0,1,10,0.400,0,1,0,0,0,0,3
MANOFF,Max,LLC,1,2,10.71,7,4,0,1,0,19.1,25,35,23,17,17,5,1,2,90,0.278,3,5,1,0,0,27,11
MARTINEZ,Franklin,EXA,0,0,32.40,2,0,0,0,0,1.2,6,6,6,3,1,1,0,0,10,0.600,0,1,0,0,0,1,2
MCCARTHY,Jack,LBC,3,4,5.13,9,6,0,1,0,33.1,40,22,19,12,41,7,1,1,137,0.292,2,5,0,4,1,17,39
MORAN,Daniel,LBC,1,2,16.93,9,2,0,0,0,19.2,34,43,37,26,8,7,0,2,96,0.354,1,5,0,0,0,24,19
MORAN,Matt,LBC,0,0,7.11,5,0,0,0,0,6.1,7,8,5,8,1,1,0,0,23,0.304,1,4,0,0,0,4,9
MORETA,Domarkis,EXA,3,3,7.97,9,6,0,1,0,35.0,31,33,31,31,26,8,0,3,132,0.235,5,12,0,4,0,29,44
MOSIER,Fred,LDM,3,0,1.93,5,3,0,0,0,18.2,13,5,4,9,21,2,0,0,64,0.203,1,6,0,0,0,15,15
NAKAZAWA,Cole,LBC,0,1,10.29,6,2,0,0,0,14.0,27,16,16,12,10,4,0,0,63,0.429,1,2,2,3,0,9,20
OSUNA,Marcos,EXA,0,2,16.00,4,2,0,0,0,9.0,16,20,16,13,6,3,0,0,42,0.381,3,0,0,1,2,0,17
PAINTER,Andrew,LBC,0,0,18.00,3,0,0,0,0,4.0,6,8,8,1,4,1,0,2,18,0.333,1,1,0,0,0,2,5
PESTANA,Jesus,EXA,0,0,0.00,1,0,0,0,0,1.0,2,0,0,0,1,0,0,0,5,0.400,0,0,0,0,0,0,2
QUIXLEY,Harry,LLC,0,0,5.40,5,1,0,0,0,6.2,2,4,4,7,4,1,0,0,22,0.091,1,6,2,0,0,6,10
RAMEY,Luis,EXA,2,5,15.26,12,9,0,1,0,30.2,35,58,52,59,40,8,0,1,119,0.294,2,5,4,5,0,15,31
RANDALL,Kyle,LDC,0,0,6.75,2,0,0,0,0,4.0,3,3,3,1,4,1,0,0,14,0.214,0,1,0,0,0,4,3
RODRIGUEZ,Jonathan,LLC,0,1,16.20,3,1,0,0,0,5.0,10,12,9,3,3,2,0,1,27,0.370,0,2,2,0,0,5,7
RODRIGUEZ,Miguel,LBC,0,0,18.00,2,0,0,0,0,1.0,0,2,2,5,1,0,0,0,2,0.000,0,2,0,0,0,0,1
SIMMONS,Nathan,LLC,0,0,8.31,4,0,1,0,0,4.1,6,5,4,6,5,1,0,0,19,0.316,0,0,1,0,0,3,3
SOBUE,Amane,HTF,0,0,13.50,1,0,0,0,0,1.1,1,2,2,3,1,0,0,0,3,0.333,0,0,0,1,0,0,2
SPROULE,Sam,LDM,0,0,11.57,2,0,0,0,0,2.1,3,3,3,2,0,1,0,0,9,0.333,0,1,0,0,0,3,3
SULLIVAN,Tom,LBC,0,0,216.00,1,0,0,0,0,0.1,5,9,8,3,0,4,0,0,7,0.714,0,0,0,0,0,1,0
TRABUCCO,Alessandro,EXA,2,2,7.23,6,3,0,1,0,18.2,18,19,15,17,31,6,1,1,76,0.237,7,6,0,1,0,19,4
VERNON,Jessica,HTF,0,1,28.80,7,1,0,0,0,10.0,31,36,32,11,2,3,1,6,62,0.500,0,5,2,0,0,4,23
VILLANUEVA,Johan,LDC,1,1,3.00,4,3,0,0,0,12.0,10,5,4,11,13,2,0,0,45,0.222,2,4,0,0,0,10,11
VOM SCHEIDT,Mitchell,LDM,7,0,1.56,9,7,0,2,1,40.1,27,10,7,7,43,3,1,0,140,0.193,1,6,1,1,0,40,26
WILSON,Rhys,LDC,3,0,2.70,3,3,0,0,0,13.1,15,4,4,4,12,2,0,0,53,0.283,1,0,0,0,0,10,14
YOSHIOKA,Drake,LDM,1,2,1.71,13,2,2,0,0,31.2,18,9,6,15,39,3,0,0,115,0.157,3,3,0,0,0,34,19
ZUCKER,Will,HTF,0,4,21.91,10,3,0,1,0,23.0,58,62,56,25,14,11,2,5,123,0.472,5,12,0,4,1,26,23
