Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
AMES,Esmee,SPA,6,1,2.41,10,5,1,0,0,32.0,32,18,11,19,35,4,3,2,128,0.250,4,1,0,0,4,20,39
BARTELS,Anna-be,OGZ,2,3,6.02,25,0,1,0,0,54.2,82,58,47,30,26,11,4,3,242,0.339,8,3,0,3,6,69,62
BOELENS,Sienna,SPA,0,0,3.00,1,0,0,0,0,2.1,3,1,1,1,3,1,0,0,10,0.300,1,0,0,0,0,3,1
BONORA,Kika,NEP,1,0,7.00,1,0,0,0,0,2.0,3,2,2,2,2,2,0,0,8,0.375,2,0,0,1,0,1,3
BRINK,Lisa,TTT,5,11,7.46,27,13,5,1,1,81.2,103,96,87,61,64,25,6,5,338,0.305,23,8,0,9,9,59,117
BRINKS,Demi,AMS,1,7,8.04,18,11,0,2,0,42.2,64,55,49,36,22,17,3,4,190,0.337,11,3,0,1,1,44,59
BURGER,Melissa,UVV,0,3,13.13,10,3,0,0,0,21.1,58,46,40,18,10,14,2,1,120,0.483,2,3,0,4,0,14,40
CECCHETTI,Greta,SPA,10,0,0.49,13,9,1,4,2,57.0,22,5,4,2,91,3,0,1,192,0.115,0,0,0,0,2,50,28
CLARIJS,Lizzie,AMS,1,4,4.93,8,1,0,1,0,38.1,62,40,27,4,17,7,10,4,177,0.350,4,0,0,1,2,67,30
COERIEL,Qui-Lin,OGZ,0,0,84.00,1,0,0,0,0,0.1,3,4,4,1,1,0,0,0,4,0.750,1,0,0,0,0,0,0
COLEMAN,Kamryn,AMS,3,2,3.14,9,3,0,0,0,29.0,35,15,13,5,25,5,2,1,122,0.287,3,1,0,1,1,27,36
DE GRAEVE,Sara,ROE,0,0,3.18,6,0,0,0,0,11.0,17,9,5,2,5,3,2,2,49,0.347,0,0,0,0,2,10,18
DELCE,Chenise,SPA,1,0,3.50,1,0,0,0,0,2.0,1,1,1,0,5,0,0,1,7,0.143,0,0,0,0,0,1,0
EMMEN,Kim,ROE,3,5,3.41,20,9,1,0,0,49.1,46,29,24,42,27,6,0,1,184,0.250,7,1,0,1,3,74,36
FISCHER,Kirsten,NEP,1,0,3.94,2,0,0,0,0,5.1,6,3,3,1,1,2,0,0,19,0.316,0,0,0,2,1,9,5
GELDOF,Kate,ROE,0,0,63.00,1,0,0,0,0,0.2,4,6,6,2,1,0,1,1,6,0.667,0,0,0,0,0,0,1
GEURTSEN,NINA,TTT,0,0,21.00,2,0,0,0,0,1.0,4,3,3,0,0,2,0,0,7,0.571,1,0,0,0,0,2,1
GILLIS,Zoe,TTT,5,4,3.05,18,12,1,2,2,64.1,71,31,28,27,53,12,4,3,259,0.274,6,5,0,1,4,88,49
HARVEY,Eve,NEP,3,2,2.33,12,6,1,2,1,39.0,36,19,13,6,19,9,3,0,153,0.235,1,1,0,1,1,52,41
HEIJNSDIJK,Lauren,UVV,1,15,6.52,21,16,0,5,1,88.0,122,95,82,61,54,18,10,6,373,0.327,12,3,0,5,7,98,100
HENKS,Rachel,OGZ,2,5,3.87,12,9,0,3,2,50.2,54,37,28,29,58,11,4,3,205,0.263,3,1,0,4,4,43,48
HILDEBRAND,Chrys,ROE,2,1,1.56,5,2,2,0,0,18.0,6,6,4,2,19,0,1,1,57,0.105,1,1,0,1,2,12,22
HOEVERTS,Lisa,UVV,1,7,6.03,14,6,0,1,1,38.1,60,39,33,24,4,14,4,2,172,0.349,6,0,0,3,2,55,52
HOOGLAND,Mathilde,SPA,0,0,0.00,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0.000,0,0,0,0,0,1,0
HOP,Lisa,OLY,16,3,1.70,24,20,0,13,4,128.0,85,47,31,57,137,11,4,2,469,0.181,17,8,0,4,3,165,74
KISTEMAKER,Isis,OLY,4,1,4.04,10,6,0,1,1,26.0,29,21,15,19,20,6,1,0,112,0.259,4,1,1,0,0,30,29
KOCK,Shaneequa,TTT,0,0,6.26,6,0,0,0,0,15.2,29,18,14,9,6,4,0,5,70,0.414,1,0,0,1,2,14,23
KWAKERNAAK,Lizzy,NEP,1,0,9.19,3,0,0,0,0,5.1,10,8,7,7,2,1,3,0,26,0.385,1,0,0,1,0,6,7
MAARTENS,Lea,OGZ,0,2,7.71,5,4,0,0,0,16.1,23,19,18,15,8,4,0,0,71,0.324,2,3,0,0,2,19,22
MARCELIS,llona,UVV,2,13,5.63,20,15,0,9,0,97.0,157,100,78,30,53,31,12,7,433,0.363,8,2,0,9,10,71,159
MEADOWS,Lindsey,TTT,6,7,3.98,20,14,1,3,0,65.0,71,45,37,22,71,8,2,4,262,0.271,3,5,0,3,5,63,56
MERKX,Marjolein,ROE,17,6,1.12,37,18,8,7,3,131.2,70,34,21,57,174,10,6,2,447,0.157,6,13,0,3,16,100,113
MEYERING,Lisa,SPA,4,1,4.89,21,5,1,0,0,53.0,76,60,37,39,34,13,2,2,228,0.333,14,2,0,4,4,78,35
NEMETH,Alexa,TTT,1,1,5.68,9,2,0,0,0,28.1,37,28,23,17,18,5,3,0,120,0.308,8,6,0,3,5,46,23
NIERSE,Kirsten,OGZ,0,0,25.20,2,0,0,0,0,1.2,5,6,6,7,0,2,0,0,8,0.625,1,0,0,1,0,0,4
PAGAN,Lisa,OGZ,0,1,7.64,6,1,0,0,0,7.1,16,10,8,5,3,4,0,0,38,0.421,1,0,0,0,0,6,12
RECTOR,Machteld,OLY,0,0,3.50,4,0,0,0,0,4.0,4,2,2,8,2,0,0,0,16,0.250,2,0,0,0,0,3,7
REIGN HALE,Shyah,OGZ,2,4,7.32,8,3,0,0,0,22.0,38,29,23,15,4,10,1,2,98,0.388,2,0,0,4,7,36,26
RICE,Kelsi,UVV,0,0,5.04,5,0,0,0,0,8.1,13,6,6,8,4,1,1,0,36,0.361,1,0,0,0,0,13,6
SCHOOR,Caressa,SPA,3,1,3.21,11,4,0,0,0,32.2,32,18,15,9,38,6,2,2,126,0.254,2,1,0,4,6,26,35
TOET,Esmee,NEP,4,2,5.44,22,9,4,2,1,54.0,80,47,42,20,30,11,2,5,233,0.343,9,0,0,3,5,75,53
VAN AALST,Jessie,OLY,11,5,2.71,24,13,1,8,3,93.0,72,48,36,45,104,8,4,3,346,0.208,9,9,0,1,6,117,50
