Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
AICHER,Kai,DI,2,1,1,0,0,1.000,0,3,0,100.0,0,0
ALZINGER,Richard,VM,34,79,74,4,1,0.987,2,0,0,,0,0
AMON,Florian,DD,32,62,37,18,7,0.887,5,0,0,,0,0
ASTL,Paul,FC,19,39,23,14,2,0.949,2,4,0,100.0,0,0
ASTNER,Felix,DD,34,74,70,1,3,0.959,1,0,0,,0,0
BICKEL,Lukas,FC,23,73,48,18,7,0.904,2,5,0,100.0,0,0
BICKEL,Moritz,FC,22,91,83,5,3,0.967,2,30,0,100.0,3,0
BISCHOF,Dominik,FC,25,73,57,10,6,0.918,3,2,0,100.0,0,0
BOATENG,Mike,DI,25,46,40,3,3,0.935,0,11,1,91.7,2,1
BRANDT,David,AA,20,87,32,49,6,0.931,9,0,0,,0,0
BREITENFELDER,Ian,FC,33,19,10,7,2,0.895,0,2,0,100.0,0,0
BRENNER,Phillip,GH,30,138,123,8,7,0.949,9,0,0,,0,0
BURNS,David,AA,23,184,175,8,1,0.995,15,0,0,,0,0
BURNS,Parker,AA,6,3,0,3,0,1.000,0,0,0,,0,0
BUSTAMANTE,Oscar,DD,25,77,23,44,10,0.870,1,0,0,,0,0
BÖHLER,Hubert,HB,30,187,153,28,6,0.968,12,44,6,88.0,9,0
CAMARGO,Luis,DD,22,183,179,3,1,0.995,0,29,2,93.5,0,0
CAMPREGHER,Pascal,HB,26,64,48,11,5,0.922,4,5,0,100.0,0,0
CARSON,Clayton,HB,24,79,34,41,4,0.949,12,0,0,,0,0
CASAGRANDE,Marcel,FC,7,1,0,0,1,0.000,0,0,0,,0,0
CASTILLO,Kervin,GH,26,113,67,33,13,0.885,4,0,0,,0,0
CHRISTOF,Benedict,BB,31,118,79,26,13,0.890,3,18,6,75.0,1,0
CHRISTOF,Sebastian,BB,24,119,103,11,5,0.958,11,0,0,,0,0
CLAUSS,Jacob,DD,6,2,0,1,1,0.500,0,0,0,,0,0
DE LEON MOREL,Braudy,BB,25,64,34,20,10,0.844,2,0,0,,0,0
DIAZ,Julio,VW,30,116,59,44,13,0.888,9,0,0,,0,0
DOMINGUEZ,Albert,GH,18,37,17,14,6,0.838,3,0,0,,0,0
DORFFNER,David,VM,21,120,114,3,3,0.975,10,0,0,,0,0
DUENAS HIDALGO,Omar Luis,AA,11,12,1,9,2,0.833,1,0,0,,0,0
ECKEL,Philipp,GH,30,102,29,62,11,0.892,10,0,0,,0,0
FALBACHER,Fabian,BB,16,22,20,0,2,0.909,0,0,0,,0,0
FAULHABER,Julian,DD,40,187,173,10,4,0.979,9,1,0,100.0,0,0
FERAK,Peter Jr.,VM,31,82,78,2,2,0.976,2,0,0,,0,0
FISHER,Henry,VM,2,1,0,1,0,1.000,0,0,0,,0,0
FRANS,Arjan,HB,23,19,14,0,5,0.737,0,0,0,,0,0
FRICK,Joachim,DI,30,46,45,1,0,1.000,0,0,0,,0,0
FRÖHLICH,Niklas,GH,18,47,43,4,0,1.000,2,0,0,,0,0
FUKUHARA,Marcus,HB,18,27,21,6,0,1.000,2,7,1,87.5,0,0
GLASSEN,Marvin,HB,16,2,0,0,2,0.000,0,0,0,,0,0
