Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ALMONTE,Edwin,EXA,17,82,75,4,3,0.963,2,14,2,87.5,0,0
ANDERSON,Bobby,LDC,10,6,1,4,1,0.833,0,0,0,,0,0
ANDERSON,Zachary,LDM,3,3,0,3,0,1.000,0,1,0,100.0,0,0
APOSTOAEI,Andrei,SHB,20,53,16,25,12,0.774,1,1,0,100.0,0,0
APOSTOL,Jesus,EXA,17,15,4,8,3,0.800,2,0,0,,0,0
ARMSTRONG,Luke,SHB,9,12,12,0,0,1.000,0,6,0,100.0,1,0
AVILA,Elbis,SHB,11,5,2,1,2,0.600,0,2,0,100.0,0,0
BANAGALE,Michael,LDM,22,16,13,1,2,0.875,0,0,0,,0,0
BANERJEE,Al,LBC,11,46,43,3,0,1.000,0,9,0,100.0,5,0
BARCO,Cesar,EXA,8,10,9,1,0,1.000,0,3,0,100.0,0,0
BATHO,Charlie,SHB,12,41,35,2,4,0.902,2,0,0,,0,0
BEDARD,David,LDC,24,43,18,22,3,0.930,5,3,0,100.0,0,0
BUENO,Dany,EXA,11,8,7,1,0,1.000,0,0,0,,0,0
CAMERON,Lee,LDC,2,1,1,0,0,1.000,0,0,0,,0,0
CASAL,Carlos David,SHB,17,41,13,18,10,0.756,2,2,0,100.0,0,0
CEDEÑO,Leo,LDC,24,131,110,15,6,0.954,1,24,4,85.7,20,1
CHANDLER,Rory,LDM,23,19,16,0,3,0.842,0,0,0,,0,0
CHIRA,Angel,LBC,22,130,114,11,5,0.962,2,57,4,93.4,9,0
CLAYTON,Will,LBC,22,16,8,5,3,0.813,0,9,0,100.0,0,0
COSGROVE,Andy,LDM,30,134,86,43,5,0.963,6,5,2,71.4,0,0
DANIELIUS,Rokas,VET,16,27,24,2,1,0.963,0,0,0,,0,0
DEACON,Alex,LBC,35,59,21,34,4,0.932,2,7,0,100.0,0,0
DEAN,Louis,LLC,33,63,37,14,12,0.810,2,0,0,,0,0
DEERING,Ian,LDC,20,44,39,3,2,0.955,3,6,0,100.0,1,0
DIAZ,Gustavo,EXA,6,1,1,0,0,1.000,0,0,0,,0,0
DIAZ,Juan,EXA,23,92,45,40,7,0.924,11,0,0,,0,0
DIX,James,LDM,18,35,29,5,1,0.971,0,5,0,100.0,2,0
DODDS,Brian,SHB,15,59,56,0,3,0.949,1,0,0,,0,0
DRAGUNAS,Tomas,VET,1,2,0,1,1,0.500,0,0,0,,0,0
EDMONDS,Jordan,LDM,24,21,21,0,0,1.000,0,2,0,100.0,0,0
EFFINGHAM,Nick,LLC,10,18,8,6,4,0.778,2,0,0,,0,0
ERICKSON,Jeff,LLC,14,27,18,9,0,1.000,2,1,0,100.0,0,0
ESCALONA,Giovanni,EXA,26,29,26,0,3,0.897,0,1,0,100.0,0,0
EVANS,Stephen,SHB,2,3,1,1,1,0.667,0,8,0,100.0,0,0
FIGUEREO ALMONTE,Julio Cesar,LDC,27,57,20,30,7,0.877,4,1,0,100.0,0,0
FLAHERTY,Michael,LDM,4,14,1,11,2,0.857,1,0,0,,0,0
FLAHERTY,Thomas,LDM,19,16,9,6,1,0.938,1,2,0,100.0,0,0
