Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ALLARD,Mélissa,MSG,7,1,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
ANDRIANNE,Aurore,BRI,2,2,1,0,0,0,1,1,0.500,0.500,0.667,1.167,1,0,1,0,0,0,4,0
BAERT,Clio,CHI,8,2,1,0,0,0,1,1,0.125,0.125,0.300,0.425,2,0,3,0,0,0,1,0
BARBIER,Luce,MSG,4,1,2,0,0,0,3,2,0.500,0.500,0.500,1.000,0,0,1,0,0,0,3,0
BEGUIN,Ysaline,MSG,2,2,0,0,0,0,0,0,0.000,0.000,0.500,0.500,2,0,0,0,0,0,4,0
BEYENS,Jayden,HOB,4,4,3,2,1,0,5,7,0.750,1.750,0.833,2.583,2,0,0,0,0,0,1,0
BOECKMANS,Margot,GRE,3,3,2,0,0,0,2,2,0.667,0.667,0.750,1.417,1,0,1,0,0,0,3,0
BOERMANS,Lisa,ANT,9,2,1,0,0,0,0,1,0.111,0.111,0.111,0.222,0,0,2,0,0,0,0,0
BOGAERTS,Imke,MER,5,3,2,0,0,0,0,2,0.400,0.400,0.500,0.900,1,0,0,0,0,0,1,0
BUCHET,Lore,LIE,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BUCKINX,Marie,LIE,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
CALDERÓN MARTINEZ,Ester,MER,3,0,1,0,0,0,1,1,0.333,0.333,0.500,0.833,1,0,0,0,0,0,0,0
CARLIER,Lucie,MSG,5,4,1,0,0,0,3,1,0.200,0.200,0.500,0.700,2,1,0,0,0,0,3,0
CARLIER,Téa,AND,2,2,1,0,0,0,1,1,0.500,0.500,0.750,1.250,2,0,0,0,0,0,4,0
CARLIER,Téa,AND,4,3,3,0,0,1,2,6,0.750,1.500,0.800,2.300,1,0,0,0,0,0,4,0
CHATRER,Charlotte,CHI,6,2,1,0,0,0,0,1,0.167,0.167,0.286,0.453,1,0,2,0,0,0,0,0
CHOU,Jun-Dao,HOB,5,6,5,2,0,0,3,7,1.000,1.400,1.000,2.400,1,0,0,0,0,0,1,0
CLAES,Themis,ANT,4,2,2,0,0,0,4,2,0.500,0.500,0.600,1.100,1,0,0,0,0,0,1,0
CLOOTS,Thalia,CHI,9,5,3,1,0,0,3,4,0.333,0.444,0.400,0.844,1,0,2,0,0,0,2,0
COCCOLUTO,Vanessa,AND,0,1,0,0,0,0,1,0,0.000,0.000,1.000,1.000,4,0,0,0,0,0,0,0
COLAUX,Eléonore,MSG,3,4,2,1,0,0,3,3,0.667,1.000,0.800,1.800,0,2,0,0,0,0,2,0
COLE,Celine,WIE,7,2,0,0,0,0,2,0,0.000,0.000,0.125,0.125,1,0,0,0,0,0,2,0
COUSSENS,Lies,WIE,9,3,3,0,0,0,2,3,0.333,0.333,0.538,0.871,4,0,1,0,0,0,1,0
DANGOISSE,Marie,BRI,5,1,0,0,0,0,1,0,0.000,0.000,0.444,0.444,4,0,4,0,0,0,1,0
DE MAN,Leslie,GRE,8,2,3,3,0,0,3,6,0.375,0.750,0.500,1.250,2,0,2,0,0,0,1,0
DE NEYER,Violette,AND,7,4,1,0,0,0,1,1,0.143,0.143,0.455,0.598,3,1,2,0,0,0,1,0
DE NIJS,Evi,CHI,11,7,5,1,0,0,5,6,0.455,0.545,0.588,1.133,5,0,1,0,1,0,2,0
DE PRIJCK,Emmely,ZOT,6,1,1,0,0,0,1,1,0.167,0.167,0.500,0.667,3,1,3,0,0,0,1,0
DE RIDDER,Feebe,MER,8,4,2,0,1,0,4,4,0.250,0.500,0.500,1.000,3,1,3,0,0,0,2,0
DE RIDDER,Friedl,MER,11,7,3,0,0,1,4,6,0.273,0.545,0.333,0.878,1,0,1,0,0,0,4,0
DE SMET,Faye,WIE,3,1,0,0,0,0,2,0,0.000,0.000,0.667,0.667,6,0,3,0,0,0,2,0
DE TROYER,Jolien,ZOT,12,5,4,2,0,0,2,6,0.333,0.500,0.467,0.967,2,1,4,0,0,0,3,1
DE VUYST,NETTE,ZOT,1,1,0,0,0,0,1,0,0.000,0.000,0.800,0.800,3,1,1,0,0,0,0,0
DEKIMPE,Lucie,BRI,1,1,0,0,0,0,0,0,0.000,0.000,0.750,0.750,3,0,1,0,0,0,4,0
DELFORGE,Virginie,AND,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
DELTOUR,Sophie,LIE,0,4,0,0,0,0,0,0,0.000,0.000,1.000,1.000,3,1,0,0,0,0,1,0
DENYS,Alena,WIE,4,1,1,0,0,0,0,1,0.250,0.250,0.250,0.500,0,0,3,0,0,0,0,0
DESPONTIN,Maeline,MSG,1,3,0,0,0,0,1,0,0.000,0.000,0.800,0.800,4,0,0,0,0,0,1,0
DEVLAMYNCK,Lise,ZOT,7,5,3,1,0,0,3,4,0.429,0.571,0.636,1.207,3,1,0,0,0,0,4,1
DEVRIESE,Ella,MER,11,5,4,1,0,1,5,8,0.364,0.727,0.533,1.260,4,0,0,0,0,0,0,0
DIERICKX,Elly,MSG,5,6,3,0,1,0,2,5,0.600,1.000,0.800,1.800,5,0,1,0,0,0,7,0
DIERICKX,LIES,ZOT,6,0,1,0,0,0,2,1,0.167,0.167,0.500,0.667,3,1,1,0,0,0,1,0
DIZIER,Virginie,AND,2,2,2,0,0,1,3,5,1.000,2.500,1.000,3.500,2,0,0,0,0,0,1,0
DOBBELS,Sarah,WIE,6,1,1,0,0,0,3,1,0.167,0.167,0.375,0.542,2,0,1,0,0,0,1,1
DUCKERS,Aurore,LIE,0,2,0,0,0,0,0,0,0.000,0.000,1.000,1.000,4,0,0,0,0,0,1,2
DUJARDIN,Steffi,WIE,1,2,1,0,0,0,1,1,1.000,1.000,1.000,2.000,2,1,0,0,0,0,1,0
DUPONT,Adélaïde,AND,0,4,0,0,0,0,1,0,0.000,0.000,1.000,1.000,5,1,0,0,0,0,4,0
EBERLE,Heather,CHI,7,5,4,2,0,0,1,6,0.571,0.857,0.625,1.482,1,0,1,0,0,0,2,0
EEKLAER,Clara,BRI,6,2,2,0,0,0,0,2,0.333,0.333,0.500,0.833,2,0,1,0,0,0,3,0
EVERAERTS,Katja,HOB,6,3,3,0,0,0,6,3,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
EVRARD,Ombeline,AND,2,0,1,0,0,0,3,1,0.500,0.500,0.800,1.300,2,1,0,0,0,0,0,0
EVRARD,Ombeline,AND,4,1,1,0,0,0,0,1,0.250,0.250,0.500,0.750,2,0,0,0,0,0,0,0
FAVEAUX,Cassandre,AND,6,5,2,0,0,0,0,2,0.333,0.333,0.636,0.969,5,0,0,0,0,0,2,0
FAVEAUX,Cassandre,AND,2,4,1,0,0,0,1,1,0.500,0.500,0.875,1.375,6,0,1,0,0,0,3,1
FAVEAUX,Chiara,AND,7,5,4,1,0,1,5,8,0.571,1.143,0.625,1.768,1,0,0,0,0,0,7,0
FAVEAUX,Chiara,AND,8,9,7,0,0,0,3,7,0.875,0.875,0.909,1.784,3,0,1,0,0,0,6,0
FELDER,Amandine,BRI,4,0,1,0,0,0,0,1,0.250,0.250,0.400,0.650,1,0,0,0,0,0,0,0
FIESACK,Jentel,MER,8,7,3,2,0,0,0,5,0.375,0.625,0.500,1.125,2,0,0,0,0,0,2,0
FREGONA,Sophie,LIE,0,0,0,0,0,0,1,0,0.000,0.000,1.000,1.000,1,0,0,0,0,0,0,0
GABRIELS,Amber,HOB,5,2,1,1,0,0,3,2,0.200,0.400,0.333,0.733,1,0,3,0,0,0,0,0
GELDOF,Kate,ANT,4,2,0,0,0,0,0,0,0.000,0.000,0.333,0.333,2,0,4,0,0,0,2,0
GRENSON,Virginie,LIE,1,0,0,0,0,0,1,0,0.000,0.000,0.500,0.500,1,0,0,0,0,0,0,0
GRYMONPREZ,Steffi,WIE,8,4,3,0,0,0,1,3,0.375,0.375,0.615,0.990,4,1,1,0,0,0,4,1
HENDRIKS,Caitlin,CHI,11,6,6,2,1,2,13,16,0.545,1.455,0.667,2.122,4,0,0,0,0,0,1,0
HERMAN,ELLEN,ZOT,6,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
HEUTEN,Julie,ANT,1,1,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,0,0,0,0,0,1,0
HEYLEN,Lore,TBS,0,1,0,0,0,0,1,0,0.000,0.000,1.000,1.000,3,0,0,0,0,0,4,0
HOFMANS,Marie,MER,10,6,1,0,0,0,3,1,0.100,0.100,0.308,0.408,2,1,4,0,0,0,3,0
HUET,Priscillia,BRI,0,1,0,0,0,0,0,0,0.000,0.000,1.000,1.000,2,0,0,0,0,0,0,0
IMPENS,Inne,ANT,7,3,1,0,0,0,2,1,0.143,0.143,0.250,0.393,1,0,1,0,0,0,3,0
IMPENS,Kihlany,WIE,6,4,2,0,1,0,3,4,0.333,0.667,0.556,1.223,3,0,3,0,0,0,4,0
JACOBS,Jessie,GRE,8,4,3,0,0,0,1,3,0.375,0.375,0.444,0.819,1,0,3,0,0,0,3,0
JAMIN,Caroline,TBS,7,4,3,0,1,1,5,8,0.429,1.143,0.500,1.643,1,0,0,0,0,0,3,0
